actor_id,film_id,last_update
32,197,2020-12-23 07:13:55
32,199,2020-12-23 07:13:55
32,219,2020-12-23 07:13:55
32,309,2020-12-23 07:13:55
32,312,2020-12-23 07:13:55
32,401,2020-12-23 07:13:55
32,427,2020-12-23 07:13:55
32,431,2020-12-23 07:13:55
32,523,2020-12-23 07:13:55
32,567,2020-12-23 07:13:55
32,585,2020-12-23 07:13:55
32,606,2020-12-23 07:13:55
32,651,2020-12-23 07:13:55
32,667,2020-12-23 07:13:55
32,669,2020-12-23 07:13:55
32,815,2020-12-23 07:13:55
32,928,2020-12-23 07:13:55
32,980,2020-12-23 07:13:55
33,56,2020-12-23 07:13:55
33,112,2020-12-23 07:13:55
33,135,2020-12-23 07:13:55
33,154,2020-12-23 07:13:55
33,214,2020-12-23 07:13:55
33,252,2020-12-23 07:13:55
33,305,2020-12-23 07:13:55
33,306,2020-12-23 07:13:55
33,473,2020-12-23 07:13:55
33,489,2020-12-23 07:13:55
33,574,2020-12-23 07:13:56
33,618,2020-12-23 07:13:56
33,667,2020-12-23 07:13:56
33,694,2020-12-23 07:13:56
33,712,2020-12-23 07:13:56
33,735,2020-12-23 07:13:56
33,737,2020-12-23 07:13:56
33,754,2020-12-23 07:13:56
33,775,2020-12-23 07:13:56
33,878,2020-12-23 07:13:56
33,881,2020-12-23 07:13:56
33,965,2020-12-23 07:13:56
33,972,2020-12-23 07:13:56
33,993,2020-12-23 07:13:56
34,43,2020-12-23 07:13:56
34,90,2020-12-23 07:13:56
34,119,2020-12-23 07:13:56
34,125,2020-12-23 07:13:56
34,172,2020-12-23 07:13:56
34,182,2020-12-23 07:13:56
34,244,2020-12-23 07:13:56
34,336,2020-12-23 07:13:56
34,389,2020-12-23 07:13:56
34,393,2020-12-23 07:13:56
34,438,2020-12-23 07:13:56
34,493,2020-12-23 07:13:56
34,502,2020-12-23 07:13:56
34,525,2020-12-23 07:13:56
34,668,2020-12-23 07:13:56
34,720,2020-12-23 07:13:56
34,779,2020-12-23 07:13:56
34,788,2020-12-23 07:13:56
34,794,2020-12-23 07:13:56
34,836,2020-12-23 07:13:56
34,846,2020-12-23 07:13:56
34,853,2020-12-23 07:13:56
34,929,2020-12-23 07:13:56
34,950,2020-12-23 07:13:56
34,971,2020-12-23 07:13:56
35,10,2020-12-23 07:13:56
35,35,2020-12-23 07:13:56
35,52,2020-12-23 07:13:56
35,201,2020-12-23 07:13:56
35,256,2020-12-23 07:13:56
35,389,2020-12-23 07:13:56
35,589,2020-12-23 07:13:56
35,612,2020-12-23 07:13:56
35,615,2020-12-23 07:13:56
35,707,2020-12-23 07:13:56
35,732,2020-12-23 07:13:56
35,738,2020-12-23 07:13:56
35,748,2020-12-23 07:13:56
35,817,2020-12-23 07:13:56
35,914,2020-12-23 07:13:56
36,15,2020-12-23 07:13:56
36,81,2020-12-23 07:13:56
36,171,2020-12-23 07:13:56
36,231,2020-12-23 07:13:56
36,245,2020-12-23 07:13:56
36,283,2020-12-23 07:13:56
36,380,2020-12-23 07:13:56
36,381,2020-12-23 07:13:56
36,387,2020-12-23 07:13:56
36,390,2020-12-23 07:13:56
36,410,2020-12-23 07:13:56
36,426,2020-12-23 07:13:56
36,427,2020-12-23 07:13:56
36,453,2020-12-23 07:13:56
36,466,2020-12-23 07:13:56
36,484,2020-12-23 07:13:56
36,493,2020-12-23 07:13:56
36,499,2020-12-23 07:13:56
36,569,2020-12-23 07:13:56
36,590,2020-12-23 07:13:56
36,600,2020-12-23 07:13:56
36,714,2020-12-23 07:13:57
36,715,2020-12-23 07:13:57
36,716,2020-12-23 07:13:57
36,731,2020-12-23 07:13:57
36,875,2020-12-23 07:13:57
36,915,2020-12-23 07:13:57
36,931,2020-12-23 07:13:57
36,956,2020-12-23 07:13:57
37,10,2020-12-23 07:13:57
37,12,2020-12-23 07:13:57
37,19,2020-12-23 07:13:57
37,118,2020-12-23 07:13:57
37,119,2020-12-23 07:13:57
37,122,2020-12-23 07:13:57
37,146,2020-12-23 07:13:57
37,204,2020-12-23 07:13:57
37,253,2020-12-23 07:13:57
37,260,2020-12-23 07:13:57
37,277,2020-12-23 07:13:57
37,317,2020-12-23 07:13:57
37,467,2020-12-23 07:13:57
37,477,2020-12-23 07:13:57
37,485,2020-12-23 07:13:57
37,508,2020-12-23 07:13:57
37,529,2020-12-23 07:13:57
37,553,2020-12-23 07:13:57
37,555,2020-12-23 07:13:57
37,572,2020-12-23 07:13:57
37,588,2020-12-23 07:13:57
37,662,2020-12-23 07:13:57
37,663,2020-12-23 07:13:57
37,694,2020-12-23 07:13:57
37,697,2020-12-23 07:13:57
37,785,2020-12-23 07:13:57
37,839,2020-12-23 07:13:57
37,840,2020-12-23 07:13:57
37,853,2020-12-23 07:13:57
37,900,2020-12-23 07:13:57
37,925,2020-12-23 07:13:57
37,963,2020-12-23 07:13:57
37,966,2020-12-23 07:13:57
37,989,2020-12-23 07:13:57
37,997,2020-12-23 07:13:57
38,24,2020-12-23 07:13:57
38,111,2020-12-23 07:13:57
38,160,2020-12-23 07:13:57
38,176,2020-12-23 07:13:57
38,223,2020-12-23 07:13:57
38,241,2020-12-23 07:13:57
38,274,2020-12-23 07:13:57
38,335,2020-12-23 07:13:57
38,338,2020-12-23 07:13:57
38,353,2020-12-23 07:13:57
38,448,2020-12-23 07:13:57
38,450,2020-12-23 07:13:57
38,458,2020-12-23 07:13:57
38,501,2020-12-23 07:13:57
38,516,2020-12-23 07:13:57
38,547,2020-12-23 07:13:57
38,583,2020-12-23 07:13:57
38,618,2020-12-23 07:13:57
38,619,2020-12-23 07:13:57
38,705,2020-12-23 07:13:57
38,793,2020-12-23 07:13:57
38,827,2020-12-23 07:13:57
38,839,2020-12-23 07:13:57
38,853,2020-12-23 07:13:57
38,876,2020-12-23 07:13:58
39,71,2020-12-23 07:13:58
39,73,2020-12-23 07:13:58
39,168,2020-12-23 07:13:58
39,203,2020-12-23 07:13:58
39,222,2020-12-23 07:13:58
39,290,2020-12-23 07:13:58
39,293,2020-12-23 07:13:58
39,320,2020-12-23 07:13:58
39,415,2020-12-23 07:13:58
39,425,2020-12-23 07:13:58
39,431,2020-12-23 07:13:58
39,456,2020-12-23 07:13:58
39,476,2020-12-23 07:13:58
39,559,2020-12-23 07:13:58
39,587,2020-12-23 07:13:58
39,598,2020-12-23 07:13:58
39,606,2020-12-23 07:13:58
39,648,2020-12-23 07:13:58
39,683,2020-12-23 07:13:58
39,689,2020-12-23 07:13:58
39,696,2020-12-23 07:13:58
39,700,2020-12-23 07:13:58
39,703,2020-12-23 07:13:58
39,736,2020-12-23 07:13:58
39,772,2020-12-23 07:13:58
39,815,2020-12-23 07:13:58
39,831,2020-12-23 07:13:58
39,920,2020-12-23 07:13:58
40,1,2020-12-23 07:13:58
40,11,2020-12-23 07:13:58
40,34,2020-12-23 07:13:58
40,107,2020-12-23 07:13:58
40,128,2020-12-23 07:13:58
40,163,2020-12-23 07:13:58
40,177,2020-12-23 07:13:58
40,223,2020-12-23 07:13:58
40,233,2020-12-23 07:13:58
40,326,2020-12-23 07:13:58
40,374,2020-12-23 07:13:58
40,394,2020-12-23 07:13:58
40,396,2020-12-23 07:13:58
40,463,2020-12-23 07:13:58
40,466,2020-12-23 07:13:58
40,494,2020-12-23 07:13:58
40,521,2020-12-23 07:13:58
40,723,2020-12-23 07:13:58
40,737,2020-12-23 07:13:58
40,744,2020-12-23 07:13:58
40,747,2020-12-23 07:13:58
40,754,2020-12-23 07:13:58
40,799,2020-12-23 07:13:58
40,835,2020-12-23 07:13:58
40,868,2020-12-23 07:13:58
40,869,2020-12-23 07:13:58
40,887,2020-12-23 07:13:58
40,933,2020-12-23 07:13:58
40,938,2020-12-23 07:13:58
41,4,2020-12-23 07:13:58
41,60,2020-12-23 07:13:58
41,69,2020-12-23 07:13:58
41,86,2020-12-23 07:13:58
41,100,2020-12-23 07:13:58
41,150,2020-12-23 07:13:58
41,159,2020-12-23 07:13:58
41,194,2020-12-23 07:13:58
41,203,2020-12-23 07:13:58
41,212,2020-12-23 07:13:59
41,230,2020-12-23 07:13:59
41,249,2020-12-23 07:13:59
41,252,2020-12-23 07:13:59
41,305,2020-12-23 07:13:59
41,336,2020-12-23 07:13:59
41,383,2020-12-23 07:13:59
41,544,2020-12-23 07:13:59
41,596,2020-12-23 07:13:59
41,657,2020-12-23 07:13:59
41,674,2020-12-23 07:13:59
41,678,2020-12-23 07:13:59
41,721,2020-12-23 07:13:59
41,724,2020-12-23 07:13:59
41,779,2020-12-23 07:13:59
41,784,2020-12-23 07:13:59
41,799,2020-12-23 07:13:59
41,894,2020-12-23 07:13:59
41,912,2020-12-23 07:13:59
41,942,2020-12-23 07:13:59
42,24,2020-12-23 07:13:59
42,139,2020-12-23 07:13:59
42,309,2020-12-23 07:13:59
42,320,2020-12-23 07:13:59
42,333,2020-12-23 07:13:59
42,500,2020-12-23 07:13:59
42,502,2020-12-23 07:13:59
42,505,2020-12-23 07:13:59
42,527,2020-12-23 07:13:59
42,535,2020-12-23 07:13:59
42,546,2020-12-23 07:13:59
42,568,2020-12-23 07:13:59
42,648,2020-12-23 07:13:59
42,665,2020-12-23 07:13:59
42,673,2020-12-23 07:13:59
42,687,2020-12-23 07:13:59
42,713,2020-12-23 07:13:59
42,738,2020-12-23 07:13:59
42,798,2020-12-23 07:13:59
42,861,2020-12-23 07:13:59
42,865,2020-12-23 07:13:59
42,867,2020-12-23 07:13:59
42,876,2020-12-23 07:13:59
42,890,2020-12-23 07:13:59
42,907,2020-12-23 07:13:59
42,922,2020-12-23 07:13:59
42,932,2020-12-23 07:13:59
43,19,2020-12-23 07:13:59
43,42,2020-12-23 07:13:59
43,56,2020-12-23 07:13:59
43,89,2020-12-23 07:13:59
43,105,2020-12-23 07:13:59
43,147,2020-12-23 07:13:59
43,161,2020-12-23 07:13:59
43,180,2020-12-23 07:13:59
43,239,2020-12-23 07:13:59
43,276,2020-12-23 07:13:59
43,330,2020-12-23 07:13:59
43,344,2020-12-23 07:13:59
43,359,2020-12-23 07:13:59
43,377,2020-12-23 07:13:59
43,410,2020-12-23 07:13:59
43,462,2020-12-23 07:13:59
43,533,2020-12-23 07:13:59
43,598,2020-12-23 07:13:59
43,605,2020-12-23 07:13:59
43,608,2020-12-23 07:14:00
43,621,2020-12-23 07:14:00
43,753,2020-12-23 07:14:00
43,827,2020-12-23 07:14:00
43,833,2020-12-23 07:14:00
43,917,2020-12-23 07:14:00
43,958,2020-12-23 07:14:00
44,58,2020-12-23 07:14:00
44,84,2020-12-23 07:14:00
44,88,2020-12-23 07:14:00
44,94,2020-12-23 07:14:00
44,109,2020-12-23 07:14:00
44,176,2020-12-23 07:14:00
44,242,2020-12-23 07:14:00
44,273,2020-12-23 07:14:00
44,322,2020-12-23 07:14:00
44,420,2020-12-23 07:14:00
44,434,2020-12-23 07:14:00
44,490,2020-12-23 07:14:00
44,591,2020-12-23 07:14:00
44,598,2020-12-23 07:14:00
44,604,2020-12-23 07:14:00
44,699,2020-12-23 07:14:00
44,751,2020-12-23 07:14:00
44,784,2020-12-23 07:14:00
44,825,2020-12-23 07:14:00
44,854,2020-12-23 07:14:00
44,875,2020-12-23 07:14:00
44,878,2020-12-23 07:14:00
44,883,2020-12-23 07:14:00
44,896,2020-12-23 07:14:00
44,902,2020-12-23 07:14:00
44,937,2020-12-23 07:14:00
44,944,2020-12-23 07:14:00
44,952,2020-12-23 07:14:00
44,982,2020-12-23 07:14:00
44,998,2020-12-23 07:14:00
45,18,2020-12-23 07:14:00
45,65,2020-12-23 07:14:00
45,66,2020-12-23 07:14:00
45,115,2020-12-23 07:14:00
45,117,2020-12-23 07:14:00
45,164,2020-12-23 07:14:00
45,187,2020-12-23 07:14:00
45,198,2020-12-23 07:14:00
45,219,2020-12-23 07:14:00
45,330,2020-12-23 07:14:00
45,407,2020-12-23 07:14:00
45,416,2020-12-23 07:14:00
45,463,2020-12-23 07:14:00
45,467,2020-12-23 07:14:00
45,484,2020-12-23 07:14:00
45,502,2020-12-23 07:14:00
45,503,2020-12-23 07:14:00
45,508,2020-12-23 07:14:00
45,537,2020-12-23 07:14:00
45,680,2020-12-23 07:14:00
45,714,2020-12-23 07:14:00
45,767,2020-12-23 07:14:00
45,778,2020-12-23 07:14:00
45,797,2020-12-23 07:14:00
45,810,2020-12-23 07:14:00
45,895,2020-12-23 07:14:00
45,900,2020-12-23 07:14:00
45,901,2020-12-23 07:14:00
45,920,2020-12-23 07:14:00
45,925,2020-12-23 07:14:00
45,975,2020-12-23 07:14:00
45,978,2020-12-23 07:14:00
46,38,2020-12-23 07:14:01
46,51,2020-12-23 07:14:01
46,174,2020-12-23 07:14:01
46,254,2020-12-23 07:14:01
46,296,2020-12-23 07:14:01
46,319,2020-12-23 07:14:01
46,407,2020-12-23 07:14:01
46,448,2020-12-23 07:14:01
46,456,2020-12-23 07:14:01
46,463,2020-12-23 07:14:01
46,478,2020-12-23 07:14:01
46,538,2020-12-23 07:14:01
46,540,2020-12-23 07:14:01
46,567,2020-12-23 07:14:01
46,731,2020-12-23 07:14:01
46,766,2020-12-23 07:14:01
46,768,2020-12-23 07:14:01
46,820,2020-12-23 07:14:01
46,829,2020-12-23 07:14:01
46,830,2020-12-23 07:14:01
46,836,2020-12-23 07:14:01
46,889,2020-12-23 07:14:01
46,980,2020-12-23 07:14:01
46,991,2020-12-23 07:14:01
47,25,2020-12-23 07:14:01
47,36,2020-12-23 07:14:01
47,53,2020-12-23 07:14:01
47,67,2020-12-23 07:14:01
47,172,2020-12-23 07:14:01
47,233,2020-12-23 07:14:01
47,273,2020-12-23 07:14:01
47,351,2020-12-23 07:14:01
47,385,2020-12-23 07:14:01
47,484,2020-12-23 07:14:01
47,508,2020-12-23 07:14:01
47,576,2020-12-23 07:14:01
47,670,2020-12-23 07:14:01
47,734,2020-12-23 07:14:01
47,737,2020-12-23 07:14:01
47,770,2020-12-23 07:14:01
47,777,2020-12-23 07:14:01
47,787,2020-12-23 07:14:01
47,790,2020-12-23 07:14:01
47,913,2020-12-23 07:14:01
47,923,2020-12-23 07:14:01
47,924,2020-12-23 07:14:01
47,944,2020-12-23 07:14:01
47,973,2020-12-23 07:14:01
48,99,2020-12-23 07:14:01
48,101,2020-12-23 07:14:01
48,134,2020-12-23 07:14:01
48,150,2020-12-23 07:14:01
48,164,2020-12-23 07:14:01
48,211,2020-12-23 07:14:01
48,245,2020-12-23 07:14:01
48,267,2020-12-23 07:14:01
48,287,2020-12-23 07:14:01
48,295,2020-12-23 07:14:01
48,312,2020-12-23 07:14:01
48,315,2020-12-23 07:14:01
48,345,2020-12-23 07:14:01
48,349,2020-12-23 07:14:01
48,428,2020-12-23 07:14:01
48,506,2020-12-23 07:14:01
48,545,2020-12-23 07:14:01
48,559,2020-12-23 07:14:01
48,570,2020-12-23 07:14:01
48,599,2020-12-23 07:14:01
48,645,2020-12-23 07:14:01
48,705,2020-12-23 07:14:01
48,757,2020-12-23 07:14:01
48,792,2020-12-23 07:14:01
48,922,2020-12-23 07:14:01
48,926,2020-12-23 07:14:01
49,31,2020-12-23 07:14:01
49,151,2020-12-23 07:14:02
49,195,2020-12-23 07:14:02
49,207,2020-12-23 07:14:02
49,250,2020-12-23 07:14:02
49,282,2020-12-23 07:14:02
49,348,2020-12-23 07:14:02
49,391,2020-12-23 07:14:02
49,400,2020-12-23 07:14:02
49,407,2020-12-23 07:14:02
49,423,2020-12-23 07:14:02
49,433,2020-12-23 07:14:02
49,469,2020-12-23 07:14:02
49,506,2020-12-23 07:14:02
49,542,2020-12-23 07:14:02
49,558,2020-12-23 07:14:02
49,579,2020-12-23 07:14:02
49,595,2020-12-23 07:14:02
49,662,2020-12-23 07:14:02
49,709,2020-12-23 07:14:02
49,716,2020-12-23 07:14:02
49,725,2020-12-23 07:14:02
49,729,2020-12-23 07:14:02
49,811,2020-12-23 07:14:02
49,927,2020-12-23 07:14:02
49,977,2020-12-23 07:14:02
49,980,2020-12-23 07:14:02
50,111,2020-12-23 07:14:02
50,178,2020-12-23 07:14:02
50,243,2020-12-23 07:14:02
50,248,2020-12-23 07:14:02
50,274,2020-12-23 07:14:02
50,288,2020-12-23 07:14:02
50,303,2020-12-23 07:14:02
50,306,2020-12-23 07:14:02
50,327,2020-12-23 07:14:02
50,372,2020-12-23 07:14:02
50,401,2020-12-23 07:14:02
50,417,2020-12-23 07:14:02
50,420,2020-12-23 07:14:02
50,437,2020-12-23 07:14:02
50,476,2020-12-23 07:14:02
50,504,2020-12-23 07:14:02
50,520,2020-12-23 07:14:02
50,552,2020-12-23 07:14:02
50,591,2020-12-23 07:14:02
50,621,2020-12-23 07:14:02
50,632,2020-12-23 07:14:02
50,645,2020-12-23 07:14:02
50,672,2020-12-23 07:14:02
50,717,2020-12-23 07:14:02
50,732,2020-12-23 07:14:02
50,795,2020-12-23 07:14:02
50,829,2020-12-23 07:14:02
50,840,2020-12-23 07:14:02
50,897,2020-12-23 07:14:02
50,918,2020-12-23 07:14:02
50,924,2020-12-23 07:14:02
50,957,2020-12-23 07:14:02
51,5,2020-12-23 07:14:02
51,63,2020-12-23 07:14:02
51,103,2020-12-23 07:14:02
51,112,2020-12-23 07:14:02
51,121,2020-12-23 07:14:02
51,153,2020-12-23 07:14:02
51,395,2020-12-23 07:14:02
51,408,2020-12-23 07:14:02
51,420,2020-12-23 07:14:02
51,461,2020-12-23 07:14:02
51,490,2020-12-23 07:14:02
51,525,2020-12-23 07:14:03
51,627,2020-12-23 07:14:03
51,678,2020-12-23 07:14:03
51,733,2020-12-23 07:14:03
51,734,2020-12-23 07:14:03
51,737,2020-12-23 07:14:03
51,750,2020-12-23 07:14:03
51,847,2020-12-23 07:14:03
51,891,2020-12-23 07:14:03
51,895,2020-12-23 07:14:03
51,940,2020-12-23 07:14:03
51,974,2020-12-23 07:14:03
51,990,2020-12-23 07:14:03
51,993,2020-12-23 07:14:03
52,20,2020-12-23 07:14:03
52,92,2020-12-23 07:14:03
52,96,2020-12-23 07:14:03
52,108,2020-12-23 07:14:03
52,203,2020-12-23 07:14:03
52,249,2020-12-23 07:14:03
52,341,2020-12-23 07:14:03
52,376,2020-12-23 07:14:03
52,388,2020-12-23 07:14:03
52,407,2020-12-23 07:14:03
52,424,2020-12-23 07:14:03
52,474,2020-12-23 07:14:03
52,515,2020-12-23 07:14:03
52,517,2020-12-23 07:14:03
52,584,2020-12-23 07:14:03
52,596,2020-12-23 07:14:03
52,664,2020-12-23 07:14:03
52,675,2020-12-23 07:14:03
52,689,2020-12-23 07:14:03
52,714,2020-12-23 07:14:03
52,812,2020-12-23 07:14:03
52,878,2020-12-23 07:14:03
52,879,2020-12-23 07:14:03
52,915,2020-12-23 07:14:03
52,951,2020-12-23 07:14:03
52,999,2020-12-23 07:14:03
53,1,2020-12-23 07:14:03
53,9,2020-12-23 07:14:03
53,51,2020-12-23 07:14:03
53,58,2020-12-23 07:14:03
53,109,2020-12-23 07:14:03
53,122,2020-12-23 07:14:03
53,126,2020-12-23 07:14:03
53,181,2020-12-23 07:14:03
53,256,2020-12-23 07:14:03
53,268,2020-12-23 07:14:03
53,285,2020-12-23 07:14:03
53,307,2020-12-23 07:14:03
53,358,2020-12-23 07:14:03
53,386,2020-12-23 07:14:03
53,447,2020-12-23 07:14:03
53,465,2020-12-23 07:14:03
53,490,2020-12-23 07:14:03
53,492,2020-12-23 07:14:03
53,508,2020-12-23 07:14:03
53,518,2020-12-23 07:14:03
53,573,2020-12-23 07:14:03
53,576,2020-12-23 07:14:03
53,577,2020-12-23 07:14:03
53,697,2020-12-23 07:14:03
53,725,2020-12-23 07:14:03
53,727,2020-12-23 07:14:03
53,937,2020-12-23 07:14:03
53,947,2020-12-23 07:14:03
53,961,2020-12-23 07:14:03
53,980,2020-12-23 07:14:04
54,84,2020-12-23 07:14:04
54,129,2020-12-23 07:14:04
54,150,2020-12-23 07:14:04
54,184,2020-12-23 07:14:04
54,285,2020-12-23 07:14:04
54,292,2020-12-23 07:14:04
54,301,2020-12-23 07:14:04
54,348,2020-12-23 07:14:04
54,489,2020-12-23 07:14:04
54,510,2020-12-23 07:14:04
54,524,2020-12-23 07:14:04
54,546,2020-12-23 07:14:04
54,600,2020-12-23 07:14:04
54,636,2020-12-23 07:14:04
54,649,2020-12-23 07:14:04
54,658,2020-12-23 07:14:04
54,754,2020-12-23 07:14:04
54,764,2020-12-23 07:14:04
54,842,2020-12-23 07:14:04
54,858,2020-12-23 07:14:04
54,861,2020-12-23 07:14:04
54,913,2020-12-23 07:14:04
54,970,2020-12-23 07:14:04
54,988,2020-12-23 07:14:04
54,990,2020-12-23 07:14:04
55,8,2020-12-23 07:14:04
55,27,2020-12-23 07:14:04
55,75,2020-12-23 07:14:04
55,197,2020-12-23 07:14:04
55,307,2020-12-23 07:14:04
55,320,2020-12-23 07:14:04
55,340,2020-12-23 07:14:04
55,403,2020-12-23 07:14:04
55,485,2020-12-23 07:14:04
55,486,2020-12-23 07:14:04
55,603,2020-12-23 07:14:04
55,612,2020-12-23 07:14:04
55,620,2020-12-23 07:14:04
55,709,2020-12-23 07:14:04
55,776,2020-12-23 07:14:04
55,790,2020-12-23 07:14:04
55,815,2020-12-23 07:14:04
55,827,2020-12-23 07:14:04
55,930,2020-12-23 07:14:04
55,963,2020-12-23 07:14:04
56,63,2020-12-23 07:14:04
56,87,2020-12-23 07:14:04
56,226,2020-12-23 07:14:04
56,236,2020-12-23 07:14:04
56,298,2020-12-23 07:14:04
56,307,2020-12-23 07:14:04
56,354,2020-12-23 07:14:04
56,383,2020-12-23 07:14:04
56,417,2020-12-23 07:14:04
56,421,2020-12-23 07:14:04
56,457,2020-12-23 07:14:04
56,462,2020-12-23 07:14:04
56,474,2020-12-23 07:14:04
56,521,2020-12-23 07:14:04
56,593,2020-12-23 07:14:04
56,728,2020-12-23 07:14:04
56,750,2020-12-23 07:14:04
56,769,2020-12-23 07:14:04
56,781,2020-12-23 07:14:04
56,795,2020-12-23 07:14:04
56,844,2020-12-23 07:14:04
56,851,2020-12-23 07:14:04
56,862,2020-12-23 07:14:05
56,868,2020-12-23 07:14:05
56,892,2020-12-23 07:14:05
56,893,2020-12-23 07:14:05
56,936,2020-12-23 07:14:05
56,965,2020-12-23 07:14:05
57,16,2020-12-23 07:14:05
57,34,2020-12-23 07:14:05
57,101,2020-12-23 07:14:05
57,114,2020-12-23 07:14:05
57,122,2020-12-23 07:14:05
57,134,2020-12-23 07:14:05
57,144,2020-12-23 07:14:05
57,153,2020-12-23 07:14:05
57,192,2020-12-23 07:14:05
57,213,2020-12-23 07:14:05
57,258,2020-12-23 07:14:05
57,267,2020-12-23 07:14:05
57,317,2020-12-23 07:14:05
57,340,2020-12-23 07:14:05
57,393,2020-12-23 07:14:05
57,437,2020-12-23 07:14:05
57,447,2020-12-23 07:14:05
57,502,2020-12-23 07:14:05
57,592,2020-12-23 07:14:05
57,605,2020-12-23 07:14:05
57,637,2020-12-23 07:14:05
57,685,2020-12-23 07:14:05
57,707,2020-12-23 07:14:05
57,714,2020-12-23 07:14:05
57,717,2020-12-23 07:14:05
57,737,2020-12-23 07:14:05
57,767,2020-12-23 07:14:05
57,852,2020-12-23 07:14:05
57,891,2020-12-23 07:14:05
57,918,2020-12-23 07:14:05
58,48,2020-12-23 07:14:05
58,68,2020-12-23 07:14:05
58,119,2020-12-23 07:14:05
58,128,2020-12-23 07:14:05
58,135,2020-12-23 07:14:05
58,175,2020-12-23 07:14:05
58,199,2020-12-23 07:14:05
58,235,2020-12-23 07:14:05
58,242,2020-12-23 07:14:05
58,243,2020-12-23 07:14:05
58,254,2020-12-23 07:14:05
58,306,2020-12-23 07:14:05
58,316,2020-12-23 07:14:05
58,417,2020-12-23 07:14:05
58,426,2020-12-23 07:14:05
58,460,2020-12-23 07:14:05
58,477,2020-12-23 07:14:05
58,541,2020-12-23 07:14:05
58,549,2020-12-23 07:14:05
58,551,2020-12-23 07:14:05
58,553,2020-12-23 07:14:05
58,578,2020-12-23 07:14:05
58,602,2020-12-23 07:14:05
58,632,2020-12-23 07:14:05
58,635,2020-12-23 07:14:05
58,638,2020-12-23 07:14:05
58,698,2020-12-23 07:14:05
58,726,2020-12-23 07:14:05
58,755,2020-12-23 07:14:05
58,800,2020-12-23 07:14:05
58,856,2020-12-23 07:14:05
58,858,2020-12-23 07:14:05
59,5,2020-12-23 07:14:05
59,46,2020-12-23 07:14:05
59,54,2020-12-23 07:14:05
59,72,2020-12-23 07:14:06
59,88,2020-12-23 07:14:06
59,121,2020-12-23 07:14:06
59,129,2020-12-23 07:14:06
59,130,2020-12-23 07:14:06
59,183,2020-12-23 07:14:06
59,210,2020-12-23 07:14:06
59,241,2020-12-23 07:14:06
59,295,2020-12-23 07:14:06
59,418,2020-12-23 07:14:06
59,572,2020-12-23 07:14:06
59,644,2020-12-23 07:14:06
59,650,2020-12-23 07:14:06
59,689,2020-12-23 07:14:06
59,694,2020-12-23 07:14:06
59,702,2020-12-23 07:14:06
59,713,2020-12-23 07:14:06
59,749,2020-12-23 07:14:06
59,772,2020-12-23 07:14:06
59,853,2020-12-23 07:14:06
59,862,2020-12-23 07:14:06
59,943,2020-12-23 07:14:06
59,946,2020-12-23 07:14:06
59,984,2020-12-23 07:14:06
60,31,2020-12-23 07:14:06
60,85,2020-12-23 07:14:06
60,133,2020-12-23 07:14:06
60,142,2020-12-23 07:14:06
60,177,2020-12-23 07:14:06
60,179,2020-12-23 07:14:06
60,186,2020-12-23 07:14:06
60,222,2020-12-23 07:14:06
60,235,2020-12-23 07:14:06
60,239,2020-12-23 07:14:06
60,253,2020-12-23 07:14:06
60,262,2020-12-23 07:14:06
60,297,2020-12-23 07:14:06
60,299,2020-12-23 07:14:06
60,334,2020-12-23 07:14:06
60,376,2020-12-23 07:14:06
60,423,2020-12-23 07:14:06
60,436,2020-12-23 07:14:06
60,493,2020-12-23 07:14:06
60,534,2020-12-23 07:14:06
60,551,2020-12-23 07:14:06
60,658,2020-12-23 07:14:06
60,665,2020-12-23 07:14:06
60,679,2020-12-23 07:14:06
60,754,2020-12-23 07:14:06
60,771,2020-12-23 07:14:06
60,783,2020-12-23 07:14:06
60,784,2020-12-23 07:14:06
60,805,2020-12-23 07:14:06
60,830,2020-12-23 07:14:06
60,835,2020-12-23 07:14:06
60,928,2020-12-23 07:14:06
60,952,2020-12-23 07:14:06
60,971,2020-12-23 07:14:06
60,986,2020-12-23 07:14:06
61,235,2020-12-23 07:14:06
61,237,2020-12-23 07:14:06
61,307,2020-12-23 07:14:06
61,362,2020-12-23 07:14:06
61,372,2020-12-23 07:14:06
61,374,2020-12-23 07:14:06
61,423,2020-12-23 07:14:06
61,433,2020-12-23 07:14:06
61,508,2020-12-23 07:14:06
61,518,2020-12-23 07:14:06
61,519,2020-12-23 07:14:06
61,535,2020-12-23 07:14:06
61,537,2020-12-23 07:14:06
61,585,2020-12-23 07:14:06
61,639,2020-12-23 07:14:06
61,648,2020-12-23 07:14:06
61,649,2020-12-23 07:14:06
61,703,2020-12-23 07:14:06
61,752,2020-12-23 07:14:07
61,766,2020-12-23 07:14:07
61,767,2020-12-23 07:14:07
61,780,2020-12-23 07:14:07
61,831,2020-12-23 07:14:07
61,832,2020-12-23 07:14:07
61,990,2020-12-23 07:14:07
62,6,2020-12-23 07:14:07
62,42,2020-12-23 07:14:07
62,54,2020-12-23 07:14:07
62,100,2020-12-23 07:14:07
62,101,2020-12-23 07:14:07
62,129,2020-12-23 07:14:07
62,198,2020-12-23 07:14:07
62,211,2020-12-23 07:14:07
62,231,2020-12-23 07:14:07
62,272,2020-12-23 07:14:07
62,295,2020-12-23 07:14:07
62,337,2020-12-23 07:14:07
62,375,2020-12-23 07:14:07
62,385,2020-12-23 07:14:07
